"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Earthquake Magnitude"	"Vol"	"More Info"	"Deposits"	"Country"	"Location Name"	"Latitude"	"Longitude"	"Maximum Water Height (m)"	"Number of Runups"	"Tsunami Magnitude (Abe)"	"Tsunami Magnitude (Iida)"	"Tsunami Intensity"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1965	7	2	20	58	38.1	4	1	6.5			0	"USA"	"FOX ISLANDS, ALEUTIAN ISLANDS, AK"	53.03	-167.55	0.08	3		-3.3	-2																				1				
	1965	7	6	3	18	42.7	1	3	6.3			0	"GREECE"	"NORTH CORINTH GULF"	38.267	22.3		1		4.3	2	1	1											2	1			6	1		2				
	1965	8	11	22	31	45.9	4	1	7			0	"VANUATU"	"VANUATU ISLANDS"	-15.8	167.2	7	4		2.8	2.5																				2				2
	1965	8	13	12	40	32	2	1	7.3			0	"VANUATU"	"VANUATU ISLANDS"	-15.9	166.8	2	1		1	1								1		1										1		1		
	1965	8	23	19	46	2.9	4	1	7.8			0	"MEXICO"	"MEXICO"	16.3	-95.8	0.4	1		-1.3														6	1						1				1
	1965	9	28				4	6		762		1	"PHILIPPINES"	"TAAL, LUZON ISLAND"	14.002	120.993	4.7	1				355	3											355	3						1		1		
	1965	10	3	16	14	56	2	1	6.5			0	"CHILE"	"SOUTHERN CHILE"	-42.9	-75.13		0																											
	1965	10	24				1	6		4205		0	"GRENADA"	"KICK 'EM JENNY VOLCANO"	12.3	-61.63		0																											
	1966	3	12	16	31	21.8	3	1	7.6			0	"TAIWAN"	"E. TAIWAN-RYUKYU ISLANDS"	24.1	122.6	0.1	5		-3.3	0													7	1			11	1		2		2		
	1966	5	8				4	8				0	"NORWAY"	"EASTERN NORWAY"	59.6	10.633		0			3																								
	1966	6	15	0	59	42.7	3	1	7.1			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-10.343	160.883	0.2	3		0.5	1																								
	1966	7	12	18	53		4	1	5.5			0	"RUSSIA"	"BLACK SEA"	44.75	37	0.2	7			1																								
	1966	10	17	21	41	56	4	1	8.1			0	"PERU"	"CENTRAL PERU"	-10.748	-78.638	3	60		-1	1.5							2	2		3			110	3			3000	4	35	4		3		
	1966	11	28				1	0				0	"SOLOMON ISLANDS"	"MOHAWK BAY, SANTA CRUZ ISLANDS"	-10.28	166.23		1			-0.5																								
	1966	12	28	8	18	7.4	4	1	7.8			0	"CHILE"	"NORTHERN CHILE"	-25.5	-70.7	0.42	13			0.5													3	1			6	1	0.4	1		3		
	1966	12	31	18	23	11.1	4	1	7.8			0	"SOLOMON ISLANDS"	"SANTA CRUZ ISLANDS"	-11.893	166.445	2	7			1																								
	1966	12	31	22	15	16.6	4	1	7.2			0	"SOLOMON ISLANDS"	"SANTA CRUZ ISLANDS"	-12.334	166.684	0.8	1			0																								
	1966						3	6		2234		0	"SOLOMON ISLANDS"	"TINAKULA, SANTA CRUZ ISLANDS"	-10.38	165.8		0																											
	1967	3	19	4	1	38.5	1	1	7			0	"RUSSIA"	"S. KURIL ISLANDS"	45.53	151.11		0																											
	1967	4	11	5	9	12.1	3	1	5.5			0	"INDONESIA"	"MAKASSAR STRAIT"	-3.7	119.3		2		1.6	1	13	1						1		1			71	2			100	2		2		2		
	1967	4	12	4	51	50.2	3	1	6.1			0	"INDONESIA"	"NORTHEAST SUMATRA"	5.5	97.3		1		1	1.5													14	1						3	2000	4		
	1967	7	30	0	0	4	4	1	6.6			0	"VENEZUELA"	"CARACAS"	10.559	-67.33	0.08	1																300	3			1536	3	140	4				
	1967	8	13	22	15	10	4	1	6.4			0	"PAPUA NEW GUINEA"	"BISMARCK SEA"	-4.4	152.5	0.1	1		-3.3																									
	1967	9	3				2	1	7			0	"PERU"	"CENTRAL PERU"	-10.6	-79.8	2	2		1	-1.5																								
	1967	10					0	8				0	"USA"	"GREWINGK, AK"	59.621	-151.106	60	1																											
	1967	11	15	21	31	54	1	1	5.9			0	"CHILE"	"NORTHERN CHILE"	-28.78	-71.19		0																											
	1967	12	4				1	6		4412		0	"ANTARCTICA"	"TELEPHONE BAY, DECEPCION ISLAND"	-63	-60.5	1	1			0																								
	1967	12	4				0	9				0	"USA TERRITORY"	"NORTHERN COAST OF PUERTO RICO"				6											2	80	2										2	80	2		
	1967	12	21	2	25	23	3	1	7.5			0	"CHILE"	"NORTHERN CHILE"	-21.7	-69.5		1		-0.5	0													1	1				3		2		2		
	1968	1	29	10	19	7.2	4	1	7.3			0	"RUSSIA"	"S. KURIL ISLANDS"	43.586	146.701	0.18	17		-1.7	-1																								
	1968	2	19	22	45	45.7	4	1	7.2			0	"GREECE"	"LEMNOS ISLAND, NORTH AEGEAN SEA"	39.368	24.957	1.2	3		0.3	3													20	1			18	1	0.6	1	500	3	1951	4
	1968	4	1	0	42	4.2	4	1	7.5			0	"JAPAN"	"SEIKAIDO"	32.3	132.5	3.07	62		1.3	1								1	4	1			1	1			22	1		2		2		
	1968	4	18	19	38	15	4	1	4.6			0	"ITALY"	"LIGURIA-COTE D'AZUR"	44.08	8	3	1			2																								
	1968	5	4				3	0				0	"CHILE"	"EASTER ISLAND REGION"	-27.15	-109.45		1											1												1				
	1968	5	16	0	48	55.4	4	1	8.2			1	"JAPAN"	"OFF EAST COAST OF HONSHU ISLAND"	40.8	143.2	6	329		2.3	2	52	2				1		3	529	3			52	2			330	3	131	4	1218	4		
	1968	5	16	10	39	1.6	4	1	7.5			0	"JAPAN"	"OFF COAST OF HONSHU ISLAND"	41.5	142.7	0.58	8			-0.5																								
	1968	6	12	13	41	50.7	4	1	7.2			0	"JAPAN"	"SANRIKU"	39.4	143.1	0.95	28		1.6	0																								
	1968	7	25	7	23	7.8	2	1	7.3			0	"NEW ZEALAND"	"KERMADEC ISLANDS"	-30.8	-178.4	0.05	1																											
	1968	8	1	20	19	21.9	4	1	7.3			0	"PHILIPPINES"	"E. LUZON ISLAND"	16.5	122.2	0.16	40		-1.7		1	1											270	3			261	3	8	3		1		3
	1968	8	2	14	6	43.7	3	1	7.3			0	"MEXICO"	"ACAPULCO"	16.519	-97.739		1																18	1					2.4	2				
	1968	8	5	7	17	0	1	1	6.5			0	"JAPAN"	"SEIKAIDO-NANKAIDO"	33.3	132.2	0.03	1			0																								
	1968	8	10	2	7	4.3	4	1	7.6			0	"INDONESIA"	"N. MOLUCCAS ISLANDS"	1.4	126.2	0.4	22		-1.3	1																				1				
	1968	8	14	22	14	19.4	4	1	7.8			0	"INDONESIA"	"BANDA SEA"	0.2	119.8	10	7		3.3	2.5	200	3			58	2		3	800	3			200	3			58	2		3	800	3		
	1968	9	3	8	19	52.2	4	1	6.6			0	"TURKEY"	"BLACK SEA"	41.8	32.3	3	2																24	1			200	3		3	2000	4		
	1968	9	20	6	0	5	2	1	6.5			0	"VENEZUELA"	"CARUPANO"	10.697	-62.748		1																3	1						2				
	1968	9	25	10	38	39.5	1	1	6.1			0	"MEXICO"	"S. MEXICO-GUATEMALA-NICARAGUA"	15.573	-92.536	2	0			1													20	1			500	3		2				
	1969	2	23	0	36	56.6	4	1	6.9			0	"INDONESIA"	"MAKASSAR STRAIT"	-3.1	118.9	4	5		2	2	600	3						3		3			664	3			97	2		3	1287	4		
	1969	2	28	2	40	32.5	4	1	7.8			1	"PORTUGAL"	"PORTUGAL"	36.017	-10.95	0.9	19																25	1			80	2		2		3		4
	1969	3	21				2	6		777		1	"PHILIPPINES"	"LUZON ISLAND"	19.077	122.202		1				3	1											3	1										
	1969	3	31				3	1	7			0	"EGYPT"	"GULF OF SUEZ"	27.7	34		1																2	1			16	1		3	107	3		
	1969	4	12	5	44		0	8				0	"SWEDEN"	"NORSALV RIVER"	59.4	13.5	5	1																											
	1969	4	21	7	19		4	1	6.5			0	"JAPAN"	"RYUKYU ISLANDS"	32.2	132.1	0.1	6		-2.3	-3																								
	1969	7	17	5			4	0				0	"ATLANTIC OCEAN"	"SOUTHWEST IBERIAN"	28.25	-16.26	0.06	4																											
	1969	7	18	5	24	50	4	1	7.4			0	"CHINA"	"BOHAI SEA"	38.2	119.4	0.1	3																10	1			353	3		4	15190	4	24810	4
	1969	8	2	4	30	29	4	3	5.4			0	"PAPUA NEW GUINEA"	"BISMARCK SEA"	-6.6	146.9		1			-1																								
	1969	8	11	21	26	36	4	1	8.2			0	"RUSSIA"	"S. KURIL ISLANDS"	43.6	147.9	5	75		1.4	2																				1				
	1969	8	27	1	30		3	9				0	"SOUTH AFRICA"	"SOUTH AFRICA"			2.9	15											2												2				
	1969	11	22	23	9	37	4	1	7.7			8	"RUSSIA"	"KAMCHATKA"	57.7	163.6	15	16		3.9	3								1												1				
	1969	12	25	21	32	27.3	4	1	7.2			0	"GUADELOUPE (FRENCH TERRITORY)"	"GRAND BOURG"	15.8	-59.7	0.23	3		-3.3																									
	1970	1	10	12	7	8.6	4	1	7.6			0	"PHILIPPINES"	"PHILIPPINE TRENCH"	6.8	126.7	0.06	1																											
	1970	3	11	22	38	34.6	4	1	6			0	"USA"	"ANDREANOF ISLANDS, AK"	57.5	-153.9	0.03	1																							1				
	1970	4	7	5	34	5.6	3	1	7.3			0	"PHILIPPINES"	"PHILIPPINE SEA"	15.78	121.71		1		1	1								1					15	1			200	2		2				
	1970	5	14	18	12		3	1	6.5			0	"RUSSIA"	"CASPIAN SEA"	43	47.1		0																	3						2		2		
	1970	5	31	20	23	27.3	4	1	7.9			0	"PERU"	"N. PERU"	-9.2	-78.8	0.46	15		0.8														66794	4			50000	4	530	4		3		
	1970	6	14				2	1	6			0	"CHILE"	"SOUTHERN CHILE"	-52	-73.8		0																											
	1970	6	19	10	56	13.5	2	1	6.4			0	"CHILE"	"NORTHERN CHILE"	-22.28	-70.55		0																											
	1970	7	25	22	41	10.7	4	1	7			0	"JAPAN"	"SEIKAIDO"	32.2	131.7	0.32	35		-0.7																		13	1		1				
	1970	9	28	19	1		2	1	5.1			0	"NEW ZEALAND"	"NEW ZEALAND"	-44.64	173.62	1	1																											
	1970	9	30	9	52	22.7	3	1	5.3			0	"PHILIPPINES"	"PHILIPPINE TRENCH"	20.6	122		1			0.5																				2		3		
	1970	10	31	17	53	9.3	4	3	7.3			0	"PAPUA NEW GUINEA"	"PAPUA NEW GUINEA"	-4.907	145.471	3	3		0.3	0.5	3	1											18	1			20	1	1.75	2	800	3		
	1970	11	28	11	8	40	2	1	6			0	"CHILE"	"NORTHERN CHILE"	-20.94	-69.81		0																											
	1970	12	4	1	59	25	4	1	5.1			0	"RUSSIA"	"BLACK SEA"	43.84	39.34	0.8	1			2																								
	1971	3	19				0	8				0	"PERU"	"CHUNGAR"	-11.116	-76.5	30	0				600	3						2		2			600	3						2		2		
	1971	5	2	6	8	27.8	4	1	7.1			0	"USA"	"ANDREANOF ISLANDS, AK"	51.228	-177.173	0.04	1			-3																								
	1971	7	9	3	3	18.7	4	1	7.8			0	"CHILE"	"CENTRAL CHILE"	-32.5	-71.2	1.2	1		0.3	0													83	2			447	3	236.4	4		3		
	1971	7	14	6	11	29.1	4	1	7.9			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-5.5	153.9	6	32		1.6	1	1	1						1					3	1			5	1		1				
	1971	7	26	1	23	21.3	4	1	7.9			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-4.9	153.2	10	39		3.3	1.5								2												2				
	1971	8	2	7	24	56.8	4	1	7.3			0	"JAPAN"	"JAPAN TRENCH"	41.4	143.5	0.51	17		-2.3	-0.5																				1				
	1971	9	5	18	35	25	4	1	7.1			0	"RUSSIA"	"TATAR STRAIT"	46.5	141.2	2	29			1																				1				1
	1971	9	6	13	37	10.8	4	1	5.5			0	"RUSSIA"	"TATAR STRAIT"	46.7	141.4	0.32	11																											
	1971	9	6	20			4	6		2235		1	"SOLOMON ISLANDS"	"TINAKULA, SANTA CRUZ ISLANDS"	-10.38	165.8		1																											
	1971	9	8	11	48	23.4	4	1	6.6			0	"RUSSIA"	"TATAR STRAIT"	46.4	141.1	0.09	2			-3																								
	1971	9	8	16	59	52.6	4	1	6.2			0	"RUSSIA"	"TATAR STRAIT"	46.3	140.9	0.07	1		-0.7	-3																								
	1971	9	25	4	36	14	2	3	7			0	"PAPUA NEW GUINEA"	"BISMARCK SEA"	-6.5	146.6	1.8	1		0.8	0.5																				1				
	1971	9	27	19	1	45.3	4	1	6			0	"RUSSIA"	"TATAR STRAIT"	46.4	141.1	0.03	1			-4																								
	1971	11	6	22	0	0.1	2	1	5.7			0	"USA"	"RAT ISLANDS, ALEUTIAN ISLANDS, AK"	51.5	179.1	0.1	2																											
	1971	12	15	8	29	55.3	4	1	7.8			3	"RUSSIA"	"KAMCHATKA"	56	163.3	0.47	12																											
	1972	1	25	2	6	23.3	4	1	7.5			0	"TAIWAN"	"E. TAIWAN"	22.5	122.3	0.05	2		-1	-2													1	1						1	5	1		
	1972	2	29	9	22	59.8	4	1	7.4			0	"JAPAN"	"EAST OFF HACHIJO ISLAND"	33.3	140.8	0.42	28		-1.3	0.5																								
	1972	6	8	18	53	41.7	2	1	6.6			0	"CHILE"	"CENTRAL CHILE"	-30.5	-71.8		0																											
	1972	7	30	21	45	14.1	4	3	7.6			0	"USA"	"SE. ALASKA, AK"	56.82	-135.685	0.1	3		-2.3	-2																				1				
	1972	8	17	23	44	5.9	4	1	7.1			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-6	152.9	0.6	1		-1																									
	1972	8	26	8	15		3	8				0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-6.7	147	1.5	2		0.6									1												1				
	1972	9	6	11	42	23.9	-1	1	5.2			0	"JAPAN"	"JAPAN"	32.9	130.3		0																											
	1972	10	9				2	6		4704		1	"PAPUA NEW GUINEA"	"RITTER ISLAND, PAPUA NEW GUINEA"	-5.52	148.121		1																											
	1972	12	2	0	19	47.2	2	1	7.4			0	"PHILIPPINES"	"MINDANAO ISLAND, PHILIPPINES"	6.5	126.6	0.5	32		-2.3																					1				
	1972	12	4	10	16	12	4	1	7.4			0	"JAPAN"	"CHICHI JIMA"	33.3	140.7	0.5	39		-1	-1																				1				
	1972	12	29	4	51	1.6	2	1	5.4			0	"CHILE"	"CENTRAL CHILE"	-30.6	-71		0																											
	1973	1	30	21	1	12.5	4	1	7.5			0	"MEXICO"	"S. MEXICO"	18.48	-103	1.13	9		0.1														56	2			390	3		2		2		
	1973	2	28	6	37	49.5	4	1	7.2			0	"RUSSIA"	"N. KURIL ISLANDS"	50.5	156.6	1.5	7		0.6	0.5																								
	1973	3	17	8	30	51.8	4	1	7.5			0	"PHILIPPINES"	"QUEZON"	13.4	122.8	1.3	2																15	1			64	2	0.45	1				
	1973	6	17	3	55	2.9	4	1	7.7			0	"JAPAN"	"HOKKAIDO ISLAND"	43.2	145.8	5.96	72		2.2	1						1	5	2	2	1							27	1	5	2	2	1		
	1973	6	24	2	43	25.5	4	1	7.1			0	"RUSSIA"	"S. KURIL ISLANDS"	43.3	146.4	0.64	32		2.2																		1	1		1				
	1973	6	26	22	32	0.2	4	1	6.6			0	"RUSSIA"	"S. KURIL ISLANDS"	43.2	146.6	0.21	2																											
	1973	10	5	5	47	51.1	4	1	6.7			0	"CHILE"	"CENTRAL CHILE"	-32.5	-71.5	0.4	1		-1.3	-1																								
	1973	12					1	6		445		0	"INDONESIA"	"LESSER SUNDA ISLANDS"	-8.54	123.59		0				2	1											2	1										
	1974	1	31	23	30	5.3	4	1	7			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-7.5	155.9	1.5	2		2.2	1																								
	1974	2	1	3	12	33.1	4	1	7.1			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-7.4	155.6	4.5	4		2.2	2								2												2				
	1974	5	8	23	33	25.2	4	1	6.7			0	"JAPAN"	"TOKAIDO"	34.6	138.7	0.2	5		-2.3	-2.5													30	1			137	3		2	134	3		
	1974	8	18	10	44	12.8	1	1	7.1			0	"CHILE"	"SOUTHERN CHILE"	-38.5	-73.4		0																											
	1974	9	27	5	47	29.4	4	1	6.7			0	"RUSSIA"	"S. KURIL ISLANDS"	43.2	146.7	0.37	3		0.6	-1																								
	1974	10	3	14	21	29.1	4	1	8.1			0	"PERU"	"CENTRAL PERU"	-12.27	-77.79	0.92	35		0.8	1													78	2			2414	4	10	3		3		
	1974	10	17	19	5		4	8				0	"CANADA"	"KITIMAT INLET, BRITISH COLOMBIA"	54	-128.7	2.8	0																											
	1974	10	17				4	6		4683		1	"PAPUA NEW GUINEA"	"RITTER ISLAND, PAPUA NEW GUINEA"	-5.52	148.121	0.5	2		-1																									
	1974	12	28	12	11	43.7	0	1	6.2			0	"PAKISTAN"	"PAKISTAN"	35.1	72.9		0																5300	4			17000	4	3.255	2		3		
	1975	1	15	9	42	24	1	1	5.9			0	"INDONESIA"	"BANDA SEA"	-5	130		1																							1	81	2		
	1975	3	13	15	26	42.5	1	1	6.9			0	"CHILE"	"CENTRAL CHILE"	-29.9	-71.3		0																2	1			25	1		1				
	1975	4	27	18	5		4	8				0	"CANADA"	"KITIMAT INLET, BRITISH COLUMBIA"	53.98	-128.68	4.1	5											2												2				
	1975	5	26	9	11	51.1	4	1	7.8			0	"ATLANTIC OCEAN"	"AZORES GIBRALTAR FRACTURE ZONE"	35.962	-17.576	0.5	8																							1				
	1975	6	10	13	47	14.5	4	1	7			0	"RUSSIA"	"S. KURIL ISLANDS"	43.024	147.734	5.5	52		2.3	2								2												2				
	1975	7	20	14	37	39.9	4	1	7.9			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-6.59	155.054	2	18		1	1								2		1										3		2		
	1975	10	31	8	28	2.6	4	1	7.6			0	"PHILIPPINES"	"PHILIPPINE TRENCH"	12.54	125.993	3	28		-0.7	-1.5	1	1						1	30	1			1	1						1	30	1		
	1975	11	29	14	47	40.9	4	3	7.7	3407		1	"USA"	"HAWAII"	19.451	-155.033	14.3	76		3	3	2	1			19	1	1.5	2					2	1			19	1	4	2				
	1975	12	16	21	1	39	3	3	4.9			0	"FIJI"	"FIJI ISLANDS"	-18.672	178.464	0.25	1																											
	1975	12	26	15	56	38.7	4	1	7.8			0	"SAMOA"	"SAMOA ISLANDS"	-16.265	-172.467	0.38	3		-0.3																									
	1976	1	14	16	47	33.5	4	1	8			0	"NEW ZEALAND"	"KERMADEC ISLANDS"	-28.427	-177.657	0.9	15		-0.1																									
	1976	1	21	10	5	24.1	4	1	7			0	"RUSSIA"	"S. KURIL ISLANDS"	44.915	149.123	0.38	5		-1.3	-2.5																								
	1976	2	4	9	1	43.4	4	1	7.5			0	"GUATEMALA"	"GUATEMALA"	15.324	-89.101	0.12	1																23000	4			76000	4	2147	4				
	1976	7	11	16	54	31.8	1	1	6.7			0	"PANAMA"	"PANAMA"	7.4	-78.1		0		-1														5	1			7	1		1				
	1976	8	16	16	11	7.3	4	1	8			0	"PHILIPPINES"	"MORO GULF"	6.292	124.09	9	28		2.3	2.5	6800	4			6500	4	134	4					8000	4			10000	4	134	4				
	1977	4	2	7	15	22.7	4	1	7.6			0	"SAMOA"	"SAMOA ISLANDS"	-16.696	-172.095	0.08	2		-3.3	-2																				1				
	1977	4	20	23	13	10.4	4	1	6.8			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-9.828	163.323	0.15	6		-3.3	-1													34	1						3				
	1977	4	20	23	42	50.5	4	1	7.6			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-9.89	160.348		1																							1				
	1977	4	21	4	24	9.6	4	1	8.1			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-9.965	160.731	0.04	5		-3.3	-1.5													18	1			1	1		3				
	1977	6	22	12	8	33.4	4	1	7.2			0	"TONGA"	"TONGA TRENCH"	-22.878	-175.9	0.4	19																1	1			5	1	1.2	2				
	1977	8	19	6	8	55.2	4	1	8			0	"INDONESIA"	"SUNDA ISLANDS"	-11.085	118.464	15	16		3.9	3	189	3			75	2	1.2	2					189	3			75	2	1.2	2				
	1977	8	20				-1	1	5.5			0	"PAPUA NEW GUINEA"	"ADMIRALTY ISLANDS"	-1.1	146.2	0.5	0		-1																									
	1977	8	28	20	10	5	2	1	5.5			0	"PAPUA NEW GUINEA"	"ADMIRALTY ISLANDS"	-1.081	146.23	0.6	1		-0.7	-0.5																								
	1977	10	10	11	53	53.6	2	1	7.2			0	"TONGA"	"TONGA TRENCH"	-25.856	-175.406	0.03	2			-3																								
	1978	1	14	3	24	39	4	1	6.6			0	"JAPAN"	"TOKAIDO"	34.809	139.259	0.35	14		-0.7														25	1			129	3		3	85	2	544	3
	1978	3	22	0	50	32.2	4	1	6.7			0	"RUSSIA"	"S. KURIL ISLANDS"	44.026	149.002	0.07	2		0.1	-2.5																								
	1978	3	22	21	34	33.4	4	1	6.6			0	"RUSSIA"	"S. KURIL ISLANDS"	44.14	149.029	0.05	2			-3																								
	1978	3	23	0	31	2.1	4	1	6.8			0	"RUSSIA"	"S. KURIL ISLANDS"	44.209	148.971	0.17	4		-2.3	-1.5																								
	1978	3	23	3	15	20.3	4	1	7.5			0	"RUSSIA"	"S. KURIL ISLANDS"	44.932	148.439	0.3	15		-2.3	0																								
	1978	3	24	19	47	50.7	4	1	7.6			0	"RUSSIA"	"S. KURIL ISLANDS"	44.244	148.862	0.65	20		-1.7	0																								
	1978	4	29				0	8				0	"NORWAY"	"NORWAY: RISSA"	63.56	9.94	6.8	0											3					1	1						3				
	1978	6	12	8	14	26.4	4	1	7.7			0	"JAPAN"	"SANRIKU"	38.19	142.03	0.6	31			0.5													28	1			1000	4	865	4		4		
	1978	6	12				-1	1				0	"INDIA"	"INDIA"				0																											
	1978	6	14	12	32	33.9	3	1	6.9			0	"PHILIPPINES"	"MINDANAO ISLAND, PHILIPPINES"	8.249	122.403	0.03	1		-3.3																									
	1978	6	20	20	3	21	2	1	6.4			0	"GREECE"	"THESSALONIKI (SALONICA), GREECE"	40.739	23.229	0.45	5			2													50	1				3	250	4				
	1978	6	21				3	9				0	"ITALY"	"EASTERN ITALY, ADRIATIC SEA"			3	8			4						2		3										2		3				
	1978	7	23	14	42	36.9	3	1	7.4			0	"TAIWAN"	"TAIWAN"	22.282	121.512	0.05	1		-3.3	-1																								
	1978	8	14	14	17	50.4	4	1	4.4			0	"SPAIN"	"CADIZ"	36.37	-6.98	0.12	1			1																								
	1978	10	10				4	8				0	"NEW ZEALAND"	"OFF EAST COAST OF SOUTH ISLAND"	-43.08	172.97		1																											
	1978	11	29	19	52	47.6	2	1	7.8			0	"MEXICO"	"MEXICO"	16.01	-96.591	1.5	1		0.6														9	1				3		2				
	1978						1	0				0	"VIETNAM"	"TRA CO COAST"	21.4	108	3	0											1				1								1				1
	1979	2	20	6	32	32.2	4	1	6.4			0	"JAPAN"	"IWATE, JAPAN"	40.232	143.703	0.12	11		-1.7																									
	1979	2	28	21	27	8.1	4	3	7.5			0	"USA"	"SE. ALASKA, AK"	60.691	-141.671	0.15	2		-1.7																					1				
	1979	3	14	11	7	16.3	4	1	7.6			0	"MEXICO"	"S. MEXICO"	17.813	-101.276	1.3	3		-3.3														5	1			35	1	30	4	200	3		
	1979	3	31				3	9				0	"JAPAN"	"NAGASAKI, JAPAN"			4.8	2				3	1											3	1										
	1979	4	9	2	10	20.3	1	1	5.3			0	"MONTENEGRO"	"MONTENEGRO: BAR ULCINJ"	41.956	19.023		0																											
	1979	4	15	6	19	44.1	4	1	6.9			0	"MONTENEGRO"	"MONTENEGRO"	42.096	19.209	3	6			1	1	1						1					131	3			1001	4	2700	4		4		
	1979	5	15	6	59	21.2	0	1	5.6			0	"GREECE"	"CRETE"	34.53	24.437		1			1																								
	1979	7	18				4	8		4603		1	"INDONESIA"	"LOMBLEN ISLAND [LEMBATA]"	-8.6	123.5	9	1				1239	4			32	1		3		3			1239	4			32	1		3		3		
	1979	8	9				-1	8				0	"INDONESIA"	"LOMBLEN ISLAND [LEMBATA]"	-8.5	123.5		1																											
	1979	9	3	2	12		2	8	5			0	"VENEZUELA"	"PUERTO CUMAREBO"	11.517	-69.5		1											1												1				
	1979	9	12	5	17	51.4	4	1	7.9			0	"INDONESIA"	"IRIAN JAYA"	-1.679	136.04	2	2		1		100	2						2	400	2			115	3				3		3	1000	3		
	1979	10	6				4	8				0	"NORWAY"	"NORTHERN NORWAY"	65.117	12.333	2	1			3								1				1								1				1
	1979	10	16	13	57		4	8				2	"FRANCE"	"FRENCH RIVIERA (LIGURIAN SEA)"	43.7	7.25	10	6		1.6		9	1						1				2	9	1						1				2
	1979	11	16	15	21	25.7	2	1	6.9			0	"FIJI"	"FIJI ISLANDS"	-16.76	179.984		1																							2				
	1979	12	12	7	59	3.3	4	1	7.7			1	"COLOMBIA"	"COLOMBIA: OFF SHORE, PACIFIC OCEAN"	1.598	-79.358	6	53		2.3	2.5	600	3			20000	4	8	3	10000	4			600	3			20000	4	8	3	10000	4		
	1980	1	1	16	42	42.1	4	1	6.9			0	"PORTUGAL"	"AZORES"	38.727	-27.75	0.41	2			1													69	2			600	3	5	3	15000	4		
