"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsunami Event Validity"	"Tsunami Cause Code"	"Earthquake Magnitude"	"Vol"	"More Info"	"Deposits"	"Country"	"Location Name"	"Latitude"	"Longitude"	"Maximum Water Height (m)"	"Number of Runups"	"Tsunami Magnitude (Abe)"	"Tsunami Magnitude (Iida)"	"Tsunami Intensity"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	1980	2	23	5	51	3.2	4	1	7			0	"RUSSIA"	"S. KURIL ISLANDS"	43.53	146.753	0.16	10		-0.7	-2																								
	1980	5	18				0	6		3314		0	"USA"	"WASHINGTON"	46.2	-122.18	250	2																61	2										
	1980	5	22				3	8				0	"PORTUGAL"	"AZORES"	39.374	-31.229		0																											
	1980	6	29	7	20	5.5	4	1	6.2			0	"JAPAN"	"HONSHU ISLAND"	34.808	139.181	0.56	16		-0.7																		7	1		2				
	1980	7	17	19	42	23.2	4	1	7.9			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-12.525	165.916	0.14	34		-1.7																									
	1980	10	10	12	25	23.5	4	3	7.7			0	"ALGERIA"	"EL ASNAM"	36.195	1.354	0.7	6			2													5000	4			9000	4	5200	4	250000	4		
	1981	1	18	18	17	24.4	4	1	6.9			0	"JAPAN"	"E. HONSHU ISLAND"	38.64	142.75	0.37	28		-1.3																									
	1981	2	24	20	53	38.4	4	1	6.7			0	"GREECE"	"ATHENS-EASTERN GULF OF CORINTH"	38.222	22.934	0.3	4			3													22	1			400	3	812	4	8000	4		
	1981	3	4	21	58	5.9	3	1	6.4			0	"GREECE"	"GULF OF CORINTH"	38.209	23.288	1	0																											
	1981	5	11	7	10		2	8				0	"SOUTH AFRICA"	"AGULHAS BANK"	-35.616	20.267	0.29	9																											
	1981	5	25	5	25	14.4	4	1	7.6			0	"NEW ZEALAND"	"NEW ZEALAND"	-48.786	164.357	0.3	1		-1.7																									
	1981	9	1	9	29	31.5	4	1	7.7			0	"SAMOA"	"SAMOA ISLANDS"	-14.96	-173.085	1	4		-3.3	-2		1						1		1				1						1		1		
	1981	10	20				3	7		7525		0	"INDONESIA"	"KRAKATAU"	-6.102	105.423	2	1																											
	1981	10	25	3	22	15.5	4	1	7.3			0	"MEXICO"	"MEXICO"	18.084	-102.084	0.09	1																3	1			28	1		2				2
	1982	1	11	6	10	6.4	2	1	7.1			0	"PHILIPPINES"	"PHILIPPINES"	13.752	124.358	0.1	1																											
	1982	2	24	4	22	40.3	2	1	5.4			0	"INDONESIA"	"JAVA TRENCH"	4.374	97.755		0																											
	1982	3	11	10	32	27.1	1	1	6.6			0	"INDONESIA"	"SUMBAWA ISLAND"	-9.265	118.479	0.1	0																											
	1982	3	21	2	32	7.7	4	1	6.9			0	"JAPAN"	"HOKKAIDO ISLAND"	42.158	142.361	1.3	31		0.4														110	3			100	2	1	2				
	1982	7	23	14	23	53.5	4	1	7.2			0	"JAPAN"	"IBARAKI, JAPAN"	36.194	141.702	0.4	22		-1.3	-1																								
	1982	12	19	17	43	54.8	4	1	7.5			0	"TONGA"	"KERMADEC ISLANDS"	-24.133	-175.864	0.2	4		-2.3																									
	1982	12	25	12	28	2.8	-1	3	6			0	"INDONESIA"	"FLORES SEA"	-8.405	123.08		0																13	1			390	3	1.45	2	1875	4		
	1982	12	28	6	37	42.5	4	1	6.4			0	"JAPAN"	"S. OF HONSHU ISLAND"	33.826	139.434	0.19	1		-1.3	-1																								
	1983	1	17	12	41	29.7	3	1	7.2			0	"GREECE"	"IONIAN SEA"	38.026	20.228		1																											
	1983	3	12	1	36	35.8	4	1	6.9			0	"INDONESIA"	"BANDA SEA"	-4.056	127.924	3	1		1.6	1.5																								
	1983	3	18	9	5	50	4	1	7.9			0	"PAPUA NEW GUINEA"	"NEW BRITAIN"	-4.883	153.581	0.13	4		-1.7																					2				
	1983	5	26	2	59	59.6	4	1	7.8			6	"JAPAN"	"NOSHIRO, JAPAN"	40.462	139.102	14.93	230		3.9	2	100	2			324	3	800	4	3513	4			104	3			324	3	800	4	3513	4		
	1983	6	9	12	49	3.8	4	1	5.9			0	"JAPAN"	"NOSHIRO, JAPAN"	40.249	138.948	0.6	1																											
	1983	6	21	6	25	27.3	4	1	6.9			0	"JAPAN"	"N. HONSHU ISLAND"	41.346	139.099	1	27																							1				
	1983	8	6	15	43	51.2	2	1	7			0	"GREECE"	"NORTH AEGEAN SEA"	40.142	24.766		1			2																				1				
	1983	8	17	10	55	54.1	4	1	7.1			0	"RUSSIA"	"KAMCHATKA BAY, RUSSIA"	55.867	161.287	0.1	1		-3.3																									
	1983	8	17	12	17	56	4	1	6.6			0	"PHILIPPINES"	"LUZON ISLAND"	18.231	120.86	0.1	1																16	1			47	1		2		3		
	1983	8	17				1	6		447		0	"INDONESIA"	"LESSER SUNDA ISLANDS"	-8.54	123.59		0																											
	1983	8	18	9			4	8				0	"NORWAY"	"WESTERN NORWAY"	61.233	7.717	7	1			4								1												1				
	1983	10	4	18	52	13.3	4	1	7.7			0	"CHILE"	"NORTHERN CHILE"	-26.535	-70.563	0.2	1		-2.3	0.2													5	1			12	1	1	2	40	1		
	1983	11	30	17	46	0.6	4	1	7.7			0	"UK TERRITORY"	"CHAGOS ARCHIPELAGO REGION"	-6.852	72.11	1.5	3		-1.3									1												1				
	1984	1	8	15	24	13.5	1	1	6.8			0	"INDONESIA"	"SULAWESI"	-2.823	118.806		0																2	1			89	2	0.5	1			685	3
	1984	2	11	8	2	51.5	4	1	5.4			0	"GREECE"	"CORINTHOS GULF, GREECE"	38.396	22.094		1			3																								
	1984	3	24	9	44	2.6	4	1	7.2			0	"RUSSIA"	"S. KURIL ISLANDS"	44.117	148.192	0.2	3		-2.3	-2																								
	1984	6	13	2	29	25.3	4	1	5.5	7538		0	"JAPAN"	"TORI SHIMA, OKINAWA"	31.448	140.036	0.5	9		0.6																									
	1984	8	6	19	6	38.3	4	1	7			0	"JAPAN"	"KYUSHU, JAPAN"	32.386	131.945	0.2	6		-2.3																		9	1						
	1984	8	15				3	5		40		0	"CAMEROON"	"LAKE MONOUN"	6.25	10.5	5	1																37	1										
	1984	9	18	17	2	44.3	4	1	6.9			0	"JAPAN"	"HONSHU ISLAND"	34.006	141.5	0.13	12		-3.3																									
	1984	12	28	10	37	53.7	4	1	6.8			0	"RUSSIA"	"KAMCHATKA"	56.194	163.46	0.2	2		-2.3																									
	1985	3	3	22	47	9.5	4	1	8			0	"CHILE"	"CENTRAL CHILE"	-33.132	-71.708	3.5	64		1.6														180	3			2575	4	1500	4		4		
	1985	3	16	14	54	0.7	4	1	6.4			0	"GUADELOUPE (FRENCH TERRITORY)"	"GUADELOUPE"	17.013	-62.448	0.12	1		-3.3																		6	1		2				
	1985	4	13	1	6	0.1	2	1	6.2			0	"INDONESIA"	"BALI ISLAND"	-9.245	114.185	2	1																											
	1985	7	3	4	36	51.7	4	3	7.3			0	"PAPUA NEW GUINEA"	"NEW IRELAND"	-4.439	152.828	1.3	2		0.4																				1	2		1		
	1985	9	19	13	17	47.3	4	1	8			1	"MEXICO"	"MEXICO"	18.19	-102.533	3	19		1.6									1					9500	4			30000	4	4000	4		4		
	1985	9	21	1	37	13.4	4	1	7.6			0	"MEXICO"	"MEXICO"	17.802	-101.647	1.2	3		0.3																									
	1986	5	7	22	47	10.8	4	1	8			0	"USA"	"ANDREANOF ISLANDS, AK"	51.52	-174.776	0.9	66		-0.1																					2				2
	1986	5	17	16	20	22.2	1	1	6.4			0	"USA"	"ANDREANOF ISLANDS, AK"	52.327	-174.504		0																											
	1986	8	21				4	6		1719		0	"CAMEROON"	"LAKE NYOS"	6.25	10.5	75	1																1700	4			300	3						
	1986	10	20	6	46	9.9	4	1	7.8			0	"NEW ZEALAND"	"KERMADEC ISLANDS"	-28.117	-176.367	0.22	8		-2.18																									
	1986	11	14	21	20	10.5	4	1	7.8			0	"TAIWAN"	"TAIWAN"	23.901	121.574	0.3	5								6			1					15	1			50	1		1				
	1987	2	6	13	16	17.8	4	1	6.7			0	"JAPAN"	"E. HONSHU ISLAND"	36.988	141.689	0.1	3		-3.3																									
	1987	2	8	18	33	58.3	4	1	7.4			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-6.088	147.689	1.5	1		1														3	1					2.625	2		3		
	1987	2	21	7	40		4	8				0	"NORWAY"	"WESTERN NORWAY"	62.2	6.65	3	1			2																								
	1987	3	5	9	17	5.2	4	1	7.6			0	"CHILE"	"NORTHERN CHILE"	-24.388	-70.161	0.2	6		-2.3														1	1						2				
	1987	3	18	3	36	30.3	4	1	6.7			0	"JAPAN"	"KYUSHU ISLAND"	32.034	131.837	0.04	1		-3.3														2	1			5	1		2				
	1987	3	24	12	49	47	4	1	5.1			0	"JAPAN"	"HONSHU ISLAND"	37.447	137.865	0.16	3																											
	1987	5	20				4	8				0	"NEW ZEALAND"	"DEEP COVE"	-45.46	167.15		1																											
	1987	6	18	14	3	16.7	1	1	6.3			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-10.717	162.33		1																											
	1987	7	6	2	49	42.7	3	1	6.7			0	"VANUATU"	"VANUATU ISLANDS"	-14.074	167.828	0.1	1																											
	1987	10	6	4	19	6	4	1	7.3			0	"TONGA"	"TONGA ISLANDS"	-17.94	-172.225	0.25	2		-3.3																									
	1987	10	12	13	57	4.7	4	1	7			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-7.288	154.371	0.04	1		-0.5																									
	1987	10	16	20	48	1.6	4	1	7.4			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-6.266	149.06	0.07	2		-3.3									1												2				
	1987	11	17	8	46	53.3	4	1	7.2			0	"USA"	"GULF OF ALASKA, AK"	58.586	-143.27	0.06	1		-3.3																									
	1987	11	26	1	43	14	-1	1	6.6			0	"INDONESIA"	"TIMOR SEA"	-8.247	124.155	0.1	0																											
	1987	11	30	19	23	19.5	4	1	7.9			0	"USA"	"GULF OF ALASKA, AK"	58.679	-142.786	0.43	10		-1									1												1				
	1988	2	5	14	1	2.7	4	1	7.2			0	"CHILE"	"NORTHERN CHILE"	-24.753	-70.433	0.1	1																											
	1988	3	6	22	35	36.9	4	1	7.8			0	"USA"	"GULF OF ALASKA, AK"	57.262	-142.747	0.19	8		-2.3																				0.005	1				
	1988	4	20	5	30		4	8				0	"ITALY"	"LA FOSSA VOLCANO, VULCANO IS."	38.4	14.967	2	1																											
	1988	4	30				-1	9				0	"USA"	"S. CALIFORNIA"				1																											
	1988	6	24	2	6	26.3	4	1	5.4			0	"PHILIPPINES"	"NORTH OF LUZON ISLAND"	18.606	121.013	1.03	2																											
	1988	7	5	20	32	7.2	4	1	6.8			0	"PAPUA NEW GUINEA"	"PAPUA NEW GUINEA"	-5.964	148.78		2																											
	1988	8	6	0	36	24.6	0	1	7.2			0	"BANGLADESH"	"JAMUNA RIVER, ARICHA, BANGLADESH"	25.149	95.127		0				2	1	30	1									5	1	30	1	42	1		2				
	1988	8	10	4	38	29.2	4	1	7.6			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-10.258	160.896	0.09	2		-3.3		1	1						1	100	2			1	1						1	100	2		
	1988	8	20	23	9	9.5	0	1	6.6			0	"BANGLADESH"	"BANGLADESH"	26.755	86.616		1				2	1		1									998	3		1			131.5	4				
	1989	5	23	10	54	46.3	4	1	8.1			0	"AUSTRALIA"	"MACQUARIE ISLAND"	-52.341	160.568	0.15	4		-1.7																									
	1989	6	26	3	27	3.9	4	3	6.5			0	"USA"	"HAWAII"	19.362	-155.083	0.29	3		-1.7																									
	1989	9	4	13	14	58.2	4	1	7.1			0	"USA"	"SEMIDI ISLANDS, AK"	55.543	-156.835	0.1	2		-3.3																									
	1989	10	18	0	4	15.2	4	1	6.9			0	"USA"	"N. CALIFORNIA"	37.036	-121.883	1	3		-3.3									1					62	2			3757	4	5600	4		3		
	1989	10	29	5	25	38.2	4	1	6.5			0	"JAPAN"	"N. HONSHU ISLAND"	39.571	143.333	0.11	4																											
	1989	10	29	19	9	12.9	2	1	5.9			0	"ALGERIA"	"ALGIERS, CHERCHELL, TIPAZA"	36.788	2.448		1																30	1			245	3	5	2				
	1989	11	1	10	25	52.2	3	1	4.4			0	"USA TERRITORY"	"PUERTO RICO"	18.986	-68.833	0.1	1																											
	1989	11	1	18	25	34.9	3	1	7.4			0	"JAPAN"	"JAPAN"	39.837	142.76	0.9	12		-0.7																									
	1990	2	8	7	15	32.2	4	1	6.6			0	"PHILIPPINES"	"PHILIPPINES"	9.755	124.694	2.1	0																	2			300	3	0.9	1			600	3
	1990	2	20	6	53	39.8	4	1	6.4			0	"JAPAN"	"JAPAN"	34.706	139.252	0.16	1		-1.7																									
	1990	3	25	13	22	55.6	4	1	7			0	"COSTA RICA"	"COSTA RICA"	9.919	-84.808	1	4																				15	1		2	8	1	34	1
	1990	4	5	21	12	35.5	4	1	7.5			0	"USA TERRITORY"	"MARIANA TRENCH, N. MARIANA ISLANDS"	15.125	147.596	1.8	34		-1																									
	1990	5					1	0				0	"PHILIPPINES"	"CANIGUIN IS.,PHILIPPINES"	7	126	5	1																											
	1990	6	20	21	0	9.9	3	3	7.3			0	"IRAN"	"CASPIAN SEA"	36.957	49.409	2	6																40000	4			105000	4	7200	4	100000	4		
	1990	9	23	21	13	7.4	4	1	6.5			0	"JAPAN"	"W. OF BONIN ISLANDS, IZU IS., JAPAN"	33.267	138.643	0.2	4																											
	1990	12	13	0	24	25.7	4	1	5.3			0	"ITALY"	"EASTERN SICILY"	37.3	15.438	0.1	1																19	1			200	3	500	4				
	1990	12	13	19	50	17.8	4	1	6.3			0	"TAIWAN"	"TAIWAN"	23.722	121.627	0.04	2																							1				
	1991	1	4				1	0				0	"GREECE"	"EAST AEGEAN SEA"	37.7	26.3		1																											
	1991	2	9	16	18	58.3	4	1	6.9			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-9.929	159.139	0.02	1		-3.3																					1				
	1991	2	16	1	23	40.4	4	1	5.7			0	"RUSSIA"	"N. KURIL ISLANDS"	48.268	154.328	0.1	1		-3.3																									
	1991	2	21	2	35	34	4	1	6.7			0	"USA"	"BERING SEA, AK"	58.427	-175.45	0.15	2		-1.7																									
	1991	4	22	21	56	51.8	4	1	7.6			0	"COSTA RICA"	"LIMON, PANDORA"	9.685	-83.073	3	30		1		3	1						1		2			90	2			895	3	510	4		3		
	1991	5	7				1	9				0	"GREECE"	"EAST AEGEAN SEA"	37.133	26.833	0.5	1		-3.3																									
	1991	10	14	15	58	12.7	4	1	7.2			0	"SOLOMON ISLANDS"	"SOLOMON ISLANDS"	-9.094	158.442	0.15	2		-3.3	-2.5																								
	1991	12	22	8	43	13.4	1	1	7.6			0	"RUSSIA"	"S. KURIL ISLANDS"	45.533	151.021	0.52	6			0.5																								
	1992	1	5	6			4	1	3.7			0	"CHINA"	"SOUTH CHINA SEA"	18	108	0.8	5		-0.3									1												1				
	1992	4	25	18	6	4.2	4	1	7.2			0	"USA"	"CAPE MENDOCINO, N. CALIFORNIA"	40.368	-124.316	1.8	14		0.8	0.5																	98	2	66	4				
	1992	5	17	10	15	31.3	4	1	7.3			1	"PHILIPPINES"	"PHILIPPINES"	7.191	126.762	6	3											1	12											1	12	1		
	1992	5	27	5	13	38.8	4	1	7.1			0	"SOLOMON ISLANDS"	"SANTA CRUZ ISLANDS"	-11.122	165.239		1																											
	1992	7	3				2	9				0	"USA"	"DAYTONA BEACH, FL"			3	4								75	2		1									75	2		1				
	1992	7	18	8	36	58.7	4	1	7			0	"JAPAN"	"HONSHU ISLAND"	39.419	143.33	0.3	4		-2.3	-0.5																								
	1992	8	11	15	14	55.1	1	1	6.3			0	"JAPAN"	"HONSHU"	32.536	141.641		0																											
	1992	9	2	0	16	3.3	4	1	7.6			8	"NICARAGUA"	"NICARAGUA"	11.5	-87.609	9.9	81		3.3	2.8	170	3			489	3	30	4	1500	4			170	3			489	3	30	4	1500	4		
	1992	12	12	5	29	26.3	4	3	7.8			9	"INDONESIA"	"FLORES SEA"	-8.48	121.896	26.2	111		4.7	2.7	1169	4			500	3	100	4	31785	4			2500	4			2103	4	100	4	31785	4		
	1993	2	7	13	27	42	4	1	6.3			0	"JAPAN"	"HONSHU ISLAND"	37.634	137.245	0.5	1		-1	-0.5																								
	1993	3	12	14	1	35.4	3	1	6.4			0	"WALLIS AND FUTUNA (FRENCH TERRITORY)"	"FUTUNA"	-14.385	-178.252		1											1					5	1			20	1		1		2		2
	1993	6	8	13	3	36.4	4	1	7.5			0	"RUSSIA"	"KAMCHATKA"	51.218	157.829	0.1	6		-1	-0.5																								
	1993	6	18	11	52	54.8	1	1	6.6			0	"NEW ZEALAND"	"KERMADEC ISLANDS"	-28.886	-176.819		1																											
	1993	7	12	13	17	11.9	4	1	7.7			19	"JAPAN"	"SEA OF JAPAN"	42.851	139.197	32	196		5	3.1	208	3			233	3	1207	4	2374	4			231	3			233	3	1207	4	2374	4		
	1993	8	7	19	42	41.9	4	1	6.3			0	"JAPAN"	"JAPAN"	41.985	139.839	0.16	1																											
	1993	8	8	8	34	24.9	4	1	7.8			0	"USA TERRITORY"	"GUAM, MARIANA ISLANDS"	12.982	144.801	2.4	48		-1									1									48	1	250	4				
	1993	11	13	1	18	4.1	4	1	7			0	"RUSSIA"	"KAMCHATKA"	51.934	158.647	0.05	1		-3.3	-3																								
	1994	1	4				1	9				0	"USA"	"COREA HARBOR, MAINE"	44.4	-67.97	1.5	1																											
	1994	1	17	12	30	55.3	3	1	6.7			0	"USA"	"WEST COAST, USA"	34.213	-118.537	0.1	0		-3.3	-3													60	2			7000	4	40000	4	40000	4		
	1994	1	21	2	24	29.9	4	1	7			0	"INDONESIA"	"HALMAHERA"	1.015	127.733	2	3		1	1.5													9	1			300	3		2			550	3
	1994	2	15	17	7	43.8	-1	1	6.9			0	"INDONESIA"	"SOUTHERN SUMATRA"	-4.967	104.302		0																											
	1994	4	8	1	10	40.8	4	1	6.4			0	"JAPAN"	"HOKKAIDO ISLAND"	40.608	143.683	0.11	3		-2.3	-1.5																								
	1994	4	28	11	30		4	8				0	"NORWAY"	"WESTERN NORWAY"	61.267	6.583	4	1			4								1												1				
	1994	5	24	4	0	42.1	1	1	6.5			0	"TAIWAN"	"TAIWAN"	23.959	122.448	0.02	1																											
	1994	6	2	18	17	34	4	1	7.8			5	"INDONESIA"	"SOUTH OF JAVA"	-10.477	112.835	13.9	74		3.7	2.5	238	3			423	3	2.2	2	1500	4			238	3			423	3	2.2	2	1500	4		
	1994	6	3	21	6	59.8	4	1	6.6			0	"INDONESIA"	"SOUTH OF JAVA"	-10.362	112.892	3.7	1																											
	1994	6	4	0	57	50.6	2	1	6.5			0	"INDONESIA"	"SOUTH OF JAVA"	-10.777	113.366		0																											
	1994	6	5	1	45	2.7	4	1	6.1			0	"INDONESIA"	"SOUTH OF JAVA"	-10.341	113.369	3	1																											
	1994	9	1	15	15	53	4	1	7			0	"USA"	"N. CALIFORNIA"	40.402	-125.68	0.07	1		-3.3	-3																				1				
	1994	9	16	6	20	18.7	4	1	6.7			0	"TAIWAN"	"TAIWAN STRAIT"	22.528	118.711	0.24	3																1	1			400	3		2				2
	1994	9	19				4	6		2180		0	"PAPUA NEW GUINEA"	"PAPUA NEW GUINEA"	-4.238	152.214	3	3		1.2									1	30	1			4	1					86	4		1		
	1994	10	4	13	22	55.8	4	1	8.3			2	"RUSSIA"	"S. KURIL ISLANDS"	43.773	147.321	10.4	118		2.3	2.6								1	2	1	1	1	11	1			382	3		3				
	1994	10	8	21	44	7.2	4	1	6.8			0	"INDONESIA"	"HALMAHERA"	-1.258	127.98	3	1		1.6	1.5	1	1			52	2		2			500	3	1	1			52	2		2			500	3
	1994	10	9	7	55	39.5	4	1	7.3			0	"RUSSIA"	"S. KURIL ISLANDS"	43.905	147.916	0.2	2		-3.3	-3																								
	1994	11	4	4	12		4	8				0	"USA"	"SKAGWAY, AK"	59.5	-135.3	9	2		3.5	2.5	1	1					25	4					1	1					25	4				
	1994	11	14	19	15	30.6	4	1	7.1			3	"PHILIPPINES"	"PHILIPPINE ISLANDS"	13.525	121.067	7.3	56		2.9	2.1	81	2			225	3	3.7	2	797	3	3288	4	81	2			225	3	3.7	2	797	3	3288	4
	1994	12	28	12	19	23	4	1	7.8			0	"JAPAN"	"TOHUKU, JAPAN"	40.525	143.419	0.53	13																3	1			200	3	170.4	4				
	1994						3	8				0	"RUSSIA"	"KERCH STRAIT"	45.22	36.72	0.5	0																											
	1995	1	16	20	46	52.1	4	1	6.9			0	"JAPAN"	"KOBE, JAPAN"	34.583	135.018	0.34	2		-2.3	-2													5502	4			36896	4	100000	4	200000	4		
	1995	4	7	22	6	56.8	4	1	7.4			0	"SAMOA"	"SAMOA ISLANDS"	-15.199	-173.529	0.09	2		-1.7	-1.5																								
	1995	4	21	0	34	46	4	1	7.2			0	"PHILIPPINES"	"SAMAR ISLAND"	12.059	125.58	0.2	1		-3.3	-2																								
	1995	4	21	5	17	1.3	4	1	6.8			0	"PHILIPPINES"	"SAMAR ISLAND"	12.047	125.92	0.2	0		-2.3	-2																								
	1995	5	13	8	47	12.7	-1	1	6.6			0	"GREECE"	"GREECE"	40.149	21.695		1																											
	1995	5	14	11	33	21.1	4	3	6.9			0	"INDONESIA"	"TIMOR SEA"	-8.452	125.049	4	2		2	1.5	11	1			19	1		1		2			11	1			19	1		1		2		
	1995	5	16	20	12	44.2	4	1	7.7			0	"NEW CALEDONIA"	"LOYALTY ISLANDS"	-23.008	169.9	0.5	9		-1.3	-2																								
	1995	5	27	13	3	52.6	4	1	7.1			0	"RUSSIA"	"SAKHALIN ISLAND"	52.629	142.827	0.1	2		-2.3	-2													1989	4			750	3	300	4				
	1995	6	15	0	15	48.7	4	3	6.5			1	"GREECE"	"GULF OF CORINTH: AIYION"	38.401	22.283	1	2		-1	3													26	1			60	2	660	4				
	1995	7	30	5	11	23.6	4	1	8			3	"CHILE"	"NORTHERN CHILE"	-23.34	-70.294	3	91		1.6	1.5							0.131	1		3			3	1			58	2	1.791	2	115	3		
	1995	8	16	10	27	28.6	4	1	7.7			0	"PAPUA NEW GUINEA"	"SOLOMON SEA"	-5.799	154.178	0.28	2		-1	-1.5																				1				
	1995	9	14	14	4	31.4	3	1	7.4			0	"MEXICO"	"S. MEXICO"	16.779	-98.597	0.4	1		-1.3	-1													3	1			100	2		2				
	1995	10	9	15	35	53.9	4	1	8			1	"MEXICO"	"S. MEXICO"	19.055	-104.205	11	34		2.3	2.5	1	1						1		1			50	1			200	3		2		2		
	1995	10	18	10	37	26.3	4	1	7.1			0	"JAPAN"	"RYUKYU ISLANDS"	27.929	130.175	2.59	42		0.8	1.5								1									1	1		1				
	1995	10	19	2	41	36.1	4	3	6.8			0	"JAPAN"	"RYUKYU ISLANDS"	28.094	130.148	1.5	16		0.6	0.5																								
	1995	11	1	0	35	32.7	4	1	6.7			0	"CHILE"	"NORTHERN CHILE"	-28.906	-71.417	0.1	1		-3.3	-3																								
	1995	11	22	4	15	11.9	4	1	7.2			0	"EGYPT"	"GULF OF ELAT-AQABA"	28.826	34.799	4	7											2		1			11	1			47	1		2		1		
	1995	12	3	18	1	8.9	4	1	7.9			0	"RUSSIA"	"S. KURIL ISLANDS"	44.663	149.3	1.1	37		0.1	0.5																								
	1996	1	1	8	5	10.8	4	1	7.9			0	"INDONESIA"	"SULAWESI"	0.729	119.931	3.43	16		2.3	1.8	9	1			63	2	1.2	2	400	3			9	1			63	2	1.2	2	400	3		
	1996	1	1				4	8				0	"GREECE"	"W. CORINTH GULF"	38.367	22.083	2	1			2								1												1				
	1996	1	2	15	40		4	6		2921		2	"RUSSIA"	"KARYMSKOYE, KAMCHATKA, RUSSIA"	54.05	159.43	30	1											1												1				
	1996	2	17	5	59	30.5	4	1	8.2			1	"INDONESIA"	"IRIAN JAYA"	-0.891	136.952	7.7	115		2.9	1.8	110	3			100	2	4.2	2		4			164	3			432	2	4.2	2	5043	4		
	1996	2	21	12	51	1.3	4	1	7.5			1	"PERU"	"N. PERU"	-9.593	-79.587	5.04	59		2.3	1.9	12	1			57	2		1	15	1	22	1	12	1			57	2		1	15	1	22	1
	1996	2	25	3	8	15.8	4	1	7.1			0	"MEXICO"	"MEXICO"	15.978	-98.07	0.1	1		-3.3	-3																								
	1996	4	24	8	0		0	0				1	"SWITZERLAND"	"LAKE BRIENZ"	46.73	7.97	0.5	0																											
	1996	6	10	4	3	35.4	4	1	7.9			0	"USA"	"ANDREANOF ISLANDS, AK"	51.564	-177.632	0.51	64			0.5																								
	1996	6	10	15	24	56	4	1	7.3			0	"USA"	"ANDREANOF ISLANDS, AK"	51.478	-176.847	0.18	1		-3.3	-1.5																								
	1996	9	4	18	16	1.9	4	1	5.7	7539		0	"JAPAN"	"HONSHU ISLAND"	31.555	139.931	0.3	14		-2.3	-2																								
