,Date,Year,Month,ISO_3,Precipitation,SPI
366,1931-07-31,1931,July,CAN,62.22,0.5110788474614264
367,1931-08-31,1931,August,CAN,55.55,1.2998783837919528
368,1931-09-30,1931,September,CAN,62.45,-1.4486788739811494
369,1931-10-31,1931,October,CAN,46.87,0.4311967928286896
370,1931-11-30,1931,November,CAN,40.46,0.8187207028766008
371,1931-12-31,1931,December,CAN,36.14,0.6867047330379396
372,1932-01-31,1932,January,CAN,39.02,-0.8400004112816445
373,1932-02-29,1932,February,CAN,33.56,-1.2263768075706818
374,1932-03-31,1932,March,CAN,35.45,-1.0569458952247064
375,1932-04-30,1932,April,CAN,32.17,-0.7839949218013907
376,1932-05-31,1932,May,CAN,32.09,1.6298000523472738
377,1932-06-30,1932,June,CAN,55.52,-0.03367525307783885
378,1932-07-31,1932,July,CAN,69.93,-1.3503663293373631
379,1932-08-31,1932,August,CAN,65.61,-0.8007388899612444
380,1932-09-30,1932,September,CAN,50.92,0.8863088883688899
381,1932-10-31,1932,October,CAN,54.35,-1.1072886144066634
382,1932-11-30,1932,November,CAN,50.49,-1.2504240601065126
383,1932-12-31,1932,December,CAN,34.38,1.1360675647358223
384,1933-01-31,1933,January,CAN,35.21,0.08530266296975167
385,1933-02-28,1933,February,CAN,30.16,-0.3432172034631023
386,1933-03-31,1933,March,CAN,32.63,-0.2842270248530279
387,1933-04-30,1933,April,CAN,29.96,0.023586287901649964
388,1933-05-31,1933,May,CAN,40.39,-0.471257906900479
389,1933-06-30,1933,June,CAN,50.03,1.2460806889747023
390,1933-07-31,1933,July,CAN,55.43,2.1504060524502417
391,1933-08-31,1933,August,CAN,52.26,1.9868595796814177
392,1933-09-30,1933,September,CAN,60.47,-1.0477009234648365
393,1933-10-31,1933,October,CAN,56.05,-1.4569443887783335
394,1933-11-30,1933,November,CAN,52.6,-1.6857077540142262
395,1933-12-31,1933,December,CAN,46.52,-1.9635146948166218
396,1934-01-31,1934,January,CAN,38.12,-0.6214248819309197
397,1934-02-28,1934,February,CAN,23.7,1.334786044341298
398,1934-03-31,1934,March,CAN,30.93,0.18159640764053792
399,1934-04-30,1934,April,CAN,30.31,-0.10431118874815204
400,1934-05-31,1934,May,CAN,34.17,1.1032698649695238
401,1934-06-30,1934,June,CAN,57.14,-0.4113081540113749
402,1934-07-31,1934,July,CAN,60.67,0.8852993434456178
403,1934-08-31,1934,August,CAN,54.88,1.4397803294594111
404,1934-09-30,1934,September,CAN,56.76,-0.2963735515378073
405,1934-10-31,1934,October,CAN,47.83,0.23374412024233407
406,1934-11-30,1934,November,CAN,46.87,-0.5036340260089175
407,1934-12-31,1934,December,CAN,37.61,0.31138464065391247
408,1935-01-31,1935,January,CAN,45.5,-2.413744222606852
409,1935-02-28,1935,February,CAN,21.54,1.8958521457743482
410,1935-03-31,1935,March,CAN,34.65,-0.83773486816891
411,1935-04-30,1935,April,CAN,25.56,1.6314402800705998
412,1935-05-31,1935,May,CAN,32.16,1.612080286425909
413,1935-06-30,1935,June,CAN,58.48,-0.7236711708329413
414,1935-07-31,1935,July,CAN,70.02,-1.372095261362249
415,1935-08-31,1935,August,CAN,61.07,0.14725339859139092
416,1935-09-30,1935,September,CAN,50.41,0.9895910877443046
417,1935-10-31,1935,October,CAN,47.48,0.30573207378944306
418,1935-11-30,1935,November,CAN,42.45,0.4081924797124533
419,1935-12-31,1935,December,CAN,33.53,1.353089386862641
420,1936-01-31,1936,January,CAN,36.93,-0.3324194597894083
421,1936-02-29,1936,February,CAN,27.08,0.4568214967284697
422,1936-03-31,1936,March,CAN,35.74,-1.136409892532432
423,1936-04-30,1936,April,CAN,28.14,0.6886531664806245
424,1936-05-31,1936,May,CAN,38.95,-0.10673700794665246
425,1936-06-30,1936,June,CAN,53.24,0.4978080889767685
426,1936-07-31,1936,July,CAN,64.12,0.0523569491582219
427,1936-08-31,1936,August,CAN,54.63,1.4919825479920452
428,1936-09-30,1936,September,CAN,57.74,-0.49483738563174035
429,1936-10-31,1936,October,CAN,46.09,0.5916270893051021
430,1936-11-30,1936,November,CAN,40.89,0.7300135993788204
431,1936-12-31,1936,December,CAN,41.59,-0.7047881264810743
432,1937-01-31,1937,January,CAN,34.94,0.15087532177496943
433,1937-02-28,1937,February,CAN,30.95,-0.5484219350057454
434,1937-03-31,1937,March,CAN,24.68,1.894182556513939
435,1937-04-30,1937,April,CAN,29.73,0.10763320112866337
436,1937-05-31,1937,May,CAN,37.91,0.15652808574222427
437,1937-06-30,1937,June,CAN,53.35,0.47216634878992353
438,1937-07-31,1937,July,CAN,58.57,1.392307757359685
439,1937-08-31,1937,August,CAN,65.68,-0.8153555111503835
440,1937-09-30,1937,September,CAN,51.66,0.7364484422163299
441,1937-10-31,1937,October,CAN,51.26,-0.47173782451933144
442,1937-11-30,1937,November,CAN,46.4,-0.4066750989299483
443,1937-12-31,1937,December,CAN,40.38,-0.39585117968877936
444,1938-01-31,1938,January,CAN,34.34,0.296592341342117
445,1938-02-28,1938,February,CAN,29.77,-0.2419136018154681
446,1938-03-31,1938,March,CAN,29.32,0.6227585995903259
447,1938-04-30,1938,April,CAN,29.87,0.056474210468742056
448,1938-05-31,1938,May,CAN,34.14,1.1108640503643956
449,1938-06-30,1938,June,CAN,49.73,1.316012707666099
450,1938-07-31,1938,July,CAN,60.77,0.8611560856401858
451,1938-08-31,1938,August,CAN,67.11,-1.113952201157049
452,1938-09-30,1938,September,CAN,48.41,1.3946193205890642
453,1938-10-31,1938,October,CAN,42.0,1.4328577464698877
454,1938-11-30,1938,November,CAN,43.06,0.2823521700993229
455,1938-12-31,1938,December,CAN,44.44,-1.4324495300827584
456,1939-01-31,1939,January,CAN,37.67,-0.5121371172555591
457,1939-02-28,1939,February,CAN,34.83,-1.5562628949873354
458,1939-03-31,1939,March,CAN,31.39,0.055550067083455376
459,1939-04-30,1939,April,CAN,28.88,0.4182413587067563
460,1939-05-31,1939,May,CAN,40.73,-0.5573253413756872
461,1939-06-30,1939,June,CAN,60.5,-1.1945467633550062
462,1939-07-31,1939,July,CAN,63.29,0.2527459889433067
463,1939-08-31,1939,August,CAN,59.75,0.42288111244369914
464,1939-09-30,1939,September,CAN,55.21,0.017523328916880763
465,1939-10-31,1939,October,CAN,56.42,-1.5330459396709923
466,1939-11-30,1939,November,CAN,39.18,1.0827790574746454
467,1939-12-31,1939,December,CAN,42.62,-0.9677675109406293
468,1940-01-31,1940,January,CAN,30.03,1.343326265232804
469,1940-02-29,1940,February,CAN,26.39,0.6360509457973602
470,1940-03-31,1940,March,CAN,36.26,-1.278897060118698
471,1940-04-30,1940,April,CAN,32.43,-0.8790044758841007
472,1940-05-31,1940,May,CAN,39.58,-0.26621490123895064
473,1940-06-30,1940,June,CAN,53.11,0.5281119637430406
474,1940-07-31,1940,July,CAN,56.53,1.8848302165904922
475,1940-08-31,1940,August,CAN,53.23,1.7843149717747975
476,1940-09-30,1940,September,CAN,49.38,1.1981806276593545
477,1940-10-31,1940,October,CAN,48.35,0.12679058925805758
478,1940-11-30,1940,November,CAN,49.9,-1.1287096622839758
479,1940-12-31,1940,December,CAN,37.59,0.3164910364686601
480,1941-01-31,1941,January,CAN,36.31,-0.18184520623668837
481,1941-02-28,1941,February,CAN,24.8,1.0490579371300222
482,1941-03-31,1941,March,CAN,26.93,1.2776515429195145
483,1941-04-30,1941,April,CAN,24.58,1.9895532146900479
484,1941-05-31,1941,May,CAN,43.32,-1.2129566804662522
485,1941-06-30,1941,June,CAN,53.12,0.5257808964533278
486,1941-07-31,1941,July,CAN,59.46,1.1774327628913421
487,1941-08-31,1941,August,CAN,62.07,-0.06155547553914554
488,1941-09-30,1941,September,CAN,65.04,-1.9731904355151137
489,1941-10-31,1941,October,CAN,49.96,-0.20435399705864243
490,1941-11-30,1941,November,CAN,45.29,-0.17768699455195683
491,1941-12-31,1941,December,CAN,37.3,0.39053377578251747
492,1942-01-31,1942,January,CAN,27.7,1.9091940245518992
493,1942-02-28,1942,February,CAN,27.52,0.3425302538439592
494,1942-03-31,1942,March,CAN,34.75,-0.8651362465508848
495,1942-04-30,1942,April,CAN,27.73,0.8384759248418221
496,1942-05-31,1942,May,CAN,37.82,0.17931064192683752
497,1942-06-30,1942,June,CAN,56.5,-0.26211984746973066
498,1942-07-31,1942,July,CAN,65.69,-0.3266921983870549
499,1942-08-31,1942,August,CAN,56.83,1.0326030249048659
500,1942-09-30,1942,September,CAN,53.34,0.3962247266267305
501,1942-10-31,1942,October,CAN,43.58,1.1078835561715115
502,1942-11-30,1942,November,CAN,45.81,-0.284960701107413
503,1942-12-31,1942,December,CAN,40.86,-0.5184046792427467
504,1943-01-31,1943,January,CAN,30.05,1.3384690312472325
505,1943-02-28,1943,February,CAN,29.35,-0.13281741542570882
506,1943-03-31,1943,March,CAN,33.11,-0.41575364108650426
507,1943-04-30,1943,April,CAN,26.44,1.309869481636809
508,1943-05-31,1943,May,CAN,38.67,-0.035857944261185784
509,1943-06-30,1943,June,CAN,54.95,0.09919558243581299
510,1943-07-31,1943,July,CAN,63.21,0.2720605951876517
511,1943-08-31,1943,August,CAN,65.39,-0.7548009376525266
512,1943-09-30,1943,September,CAN,46.71,1.738893318507109
513,1943-10-31,1943,October,CAN,44.47,0.9248284742945777
514,1943-11-30,1943,November,CAN,34.54,2.0399905928925564
515,1943-12-31,1943,December,CAN,29.82,2.30032581049852
516,1944-01-31,1944,January,CAN,26.34,2.23948593557077
517,1944-02-29,1944,February,CAN,28.23,0.15810574828031745
518,1944-03-31,1944,March,CAN,34.89,-0.9034981762856491
519,1944-04-30,1944,April,CAN,22.22,2.851947628671575
520,1944-05-31,1944,May,CAN,37.26,0.32106876929777084
521,1944-06-30,1944,June,CAN,58.61,-0.7539750455992134
522,1944-07-31,1944,July,CAN,64.75,-0.099745575015997
523,1944-08-31,1944,August,CAN,60.92,0.1785747297109711
524,1944-09-30,1944,September,CAN,54.58,0.14510722226298053
525,1944-10-31,1944,October,CAN,42.76,1.2765410473390233
526,1944-11-30,1944,November,CAN,45.28,-0.17562403865666001
527,1944-12-31,1944,December,CAN,32.25,1.6798987190065564
528,1945-01-31,1945,January,CAN,35.35,0.051302025070750115
529,1945-02-28,1945,February,CAN,28.42,0.10875271158018772
530,1945-03-31,1945,March,CAN,30.45,0.31312302387401525
531,1945-04-30,1945,April,CAN,33.41,-1.2371174105035472
532,1945-05-31,1945,May,CAN,36.36,0.5488943311439124
533,1945-06-30,1945,June,CAN,50.64,1.103885584302198
534,1945-07-31,1945,July,CAN,57.69,1.6047684260474848
535,1945-08-31,1945,August,CAN,50.79,2.293808624653306
536,1945-09-30,1945,September,CAN,62.0,-1.3575475215910777
537,1945-10-31,1945,October,CAN,48.47,0.1021090051847637
538,1945-11-30,1945,November,CAN,48.91,-0.9244770286495505
539,1945-12-31,1945,December,CAN,35.31,0.898620159350009
540,1946-01-31,1946,January,CAN,37.45,-0.45870754341427145
541,1946-02-28,1946,February,CAN,32.42,-0.9302585873699052
542,1946-03-31,1946,March,CAN,28.06,0.9680159672032039
543,1946-04-30,1946,April,CAN,29.63,0.14417533731432183
544,1946-05-31,1946,May,CAN,33.87,1.179211718918239
545,1946-06-30,1946,June,CAN,47.85,1.7542533581321775
546,1946-07-31,1946,July,CAN,60.49,0.9287572074953949
547,1946-08-31,1946,August,CAN,55.56,1.2977902950506464
548,1946-09-30,1946,September,CAN,53.16,0.4326772675827602
549,1946-10-31,1946,October,CAN,47.25,0.35303844326325673
550,1946-11-30,1946,November,CAN,41.53,0.5979844220797981
551,1946-12-31,1946,December,CAN,43.31,-1.1439381665494597
552,1947-01-31,1947,January,CAN,38.05,-0.604424562981419
553,1947-02-28,1947,February,CAN,34.88,-1.5692505362242126
554,1947-03-31,1947,March,CAN,26.77,1.3214937483306737
555,1947-04-30,1947,April,CAN,30.64,-0.22490023816082388
556,1947-05-31,1947,May,CAN,39.11,-0.14723933005263237
557,1947-06-30,1947,June,CAN,56.36,-0.22948490541374586
558,1947-07-31,1947,July,CAN,58.47,1.4164510151651168
559,1947-08-31,1947,August,CAN,64.3,-0.5271992648502412
560,1947-09-30,1947,September,CAN,57.03,-0.3510523629718505
561,1947-10-31,1947,October,CAN,42.55,1.3197338194672887
562,1947-11-30,1947,November,CAN,41.43,0.6186139810327705
563,1947-12-31,1947,December,CAN,40.05,-0.3115956487454249
564,1948-01-31,1948,January,CAN,29.91,1.372469669146234
565,1948-02-29,1948,February,CAN,33.43,-1.192608940354803
566,1948-03-31,1948,March,CAN,30.11,0.4062877103727282
567,1948-04-30,1948,April,CAN,35.4,-1.964305920598141
568,1948-05-31,1948,May,CAN,37.4,0.28562923745503754
569,1948-06-30,1948,June,CAN,46.43,2.0852649132714505
570,1948-07-31,1948,July,CAN,71.97,-1.8428887885681688
571,1948-08-31,1948,August,CAN,62.15,-0.0782601854695881
572,1948-09-30,1948,September,CAN,46.51,1.7793961417915856
573,1948-10-31,1948,October,CAN,37.69,2.3193379744357125
574,1948-11-30,1948,November,CAN,49.22,-0.9884286614037648
575,1948-12-31,1948,December,CAN,36.02,0.717343107926431
576,1949-01-31,1949,January,CAN,35.96,-0.09684361148918448
577,1949-02-28,1949,February,CAN,30.47,-0.4237405791317342
578,1949-03-31,1949,March,CAN,30.66,0.25558012927186874
579,1949-04-30,1949,April,CAN,27.83,0.8019337886561649
580,1949-05-31,1949,May,CAN,35.15,0.8551931420703924
581,1949-06-30,1949,June,CAN,54.6,0.18078293757577493
582,1949-07-31,1949,July,CAN,61.11,0.7790690091017187
583,1949-08-31,1949,August,CAN,59.71,0.4312334674089204
584,1949-09-30,1949,September,CAN,50.82,0.9065603000111282
585,1949-10-31,1949,October,CAN,46.75,0.4558783769019835
586,1949-11-30,1949,November,CAN,45.6,-0.24163862730617117
587,1949-12-31,1949,December,CAN,42.24,-0.8707459904604057
588,1950-01-31,1950,January,CAN,35.78,-0.053128505619039874
589,1950-02-28,1950,February,CAN,33.31,-1.161438601386301
590,1950-03-31,1950,March,CAN,29.98,0.44190950226929465
591,1950-04-30,1950,April,CAN,30.8,-0.28336765605787667
592,1950-05-31,1950,May,CAN,32.09,1.6298000523472738
593,1950-06-30,1950,June,CAN,54.06,0.30666057122028695
594,1950-07-31,1950,July,CAN,63.5,0.2020451475518998
595,1950-08-31,1950,August,CAN,57.19,0.9574318302178729
596,1950-09-30,1950,September,CAN,40.4,3.016757393132326
597,1950-10-31,1950,October,CAN,51.95,-0.6136569329407753
598,1950-11-30,1950,November,CAN,59.18,-3.0431327331197977
599,1950-12-31,1950,December,CAN,43.77,-1.2613852702886794
600,1951-01-31,1951,January,CAN,35.74,-0.04341403764789682
601,1951-02-28,1951,February,CAN,33.67,-1.2549496182918092
602,1951-03-31,1951,March,CAN,36.3,-1.2898576114714875
603,1951-04-30,1951,April,CAN,32.33,-0.8424623396984422
604,1951-05-31,1951,May,CAN,39.43,-0.22824397426459403
605,1951-06-30,1951,June,CAN,50.77,1.073581709535926
606,1951-07-31,1951,July,CAN,62.27,0.49900721855870955
607,1951-08-31,1951,August,CAN,59.59,0.4562905323045842
608,1951-09-30,1951,September,CAN,51.41,0.7870769713219248
609,1951-10-31,1951,October,CAN,54.02,-1.0394142582051042
610,1951-11-30,1951,November,CAN,46.11,-0.34684937796632903
611,1951-12-31,1951,December,CAN,37.74,0.2781930678580455
612,1952-01-31,1952,January,CAN,42.28,-1.6317295509298197
613,1952-02-29,1952,February,CAN,31.51,-0.693883516858759
614,1952-03-31,1952,March,CAN,32.3,-0.19380247619251087
615,1952-04-30,1952,April,CAN,27.22,1.0248408193886782
616,1952-05-31,1952,May,CAN,34.38,1.0501105672054238
617,1952-06-30,1952,June,CAN,60.93,-1.2947826568126732
618,1952-07-31,1952,July,CAN,66.8,-0.5946823600273471
619,1952-08-31,1952,August,CAN,67.71,-1.2392375256353698
620,1952-09-30,1952,September,CAN,49.35,1.2042560511520262
621,1952-10-31,1952,October,CAN,37.77,2.3028835850535154
622,1952-11-30,1952,November,CAN,34.76,1.9946055631960176
623,1952-12-31,1952,December,CAN,33.27,1.4194725324543733
624,1953-01-31,1953,January,CAN,43.83,-2.0081651848116207
625,1953-02-28,1953,February,CAN,29.49,-0.16918281088896128
626,1953-03-31,1953,March,CAN,36.56,-1.3611011952646224
627,1953-04-30,1953,April,CAN,33.02,-1.0946030793794836
628,1953-05-31,1953,May,CAN,35.94,0.6552129266721125
629,1953-06-30,1953,June,CAN,57.15,-0.4136392213010876
630,1953-07-31,1953,July,CAN,64.31,0.0064847593279021305
631,1953-08-31,1953,August,CAN,57.97,0.7945609083960543
632,1953-09-30,1953,September,CAN,57.43,-0.43205800954080215
633,1953-10-31,1953,October,CAN,38.35,2.1835892620325925
634,1953-11-30,1953,November,CAN,40.38,0.8352243500389782
635,1953-12-31,1953,December,CAN,44.42,-1.4273431342680107
636,1954-01-31,1954,January,CAN,37.98,-0.5874242440319182
637,1954-02-28,1954,February,CAN,35.34,-1.6887368356034735
638,1954-03-31,1954,March,CAN,31.34,0.06925075627444277
639,1954-04-30,1954,April,CAN,34.68,-1.7012025400614041
640,1954-05-31,1954,May,CAN,40.13,-0.40544163347826073
641,1954-06-30,1954,June,CAN,56.99,-0.37634214466567734
642,1954-07-31,1954,July,CAN,62.23,0.5086645216808837
643,1954-08-31,1954,August,CAN,65.8,-0.8404125760460459
644,1954-09-30,1954,September,CAN,58.9,-0.7297537606817002
645,1954-10-31,1954,October,CAN,44.57,0.9042604875668321
646,1954-11-30,1954,November,CAN,45.28,-0.17562403865666001
647,1954-12-31,1954,December,CAN,41.7,-0.7328733034621917
648,1955-01-31,1955,January,CAN,35.43,0.031873089128464004
649,1955-02-28,1955,February,CAN,28.87,-0.008136059551697552
650,1955-03-31,1955,March,CAN,39.23,-2.0927179980633377
651,1955-04-30,1955,April,CAN,29.46,0.20629696882993964
652,1955-05-31,1955,May,CAN,38.15,0.09577460258325257
653,1955-06-30,1955,June,CAN,44.86,2.4512424777564212
654,1955-07-31,1955,July,CAN,64.9,-0.135960461724146
655,1955-08-31,1955,August,CAN,54.67,1.483630193026824
656,1955-09-30,1955,September,CAN,50.44,0.983515664251633
657,1955-10-31,1955,October,CAN,50.96,-0.41003386433609595
658,1955-11-30,1955,November,CAN,47.89,-0.7140555273292347
659,1955-12-31,1955,December,CAN,38.38,0.11478840178608782
660,1956-01-31,1956,January,CAN,37.95,-0.5801383930535622
661,1956-02-29,1956,February,CAN,34.22,-1.3978136718974463
662,1956-03-31,1956,March,CAN,29.88,0.46931088065126947
663,1956-04-30,1956,April,CAN,24.09,2.1686096819997713
664,1956-05-31,1956,May,CAN,33.36,1.3083128706310523
665,1956-06-30,1956,June,CAN,58.54,-0.7376575745712209
666,1956-07-31,1956,July,CAN,61.31,0.7307824934908546
667,1956-08-31,1956,August,CAN,60.45,0.276714900552323
668,1956-09-30,1956,September,CAN,49.43,1.1880549218382361
669,1956-10-31,1956,October,CAN,43.41,1.142849133608679
670,1956-11-30,1956,November,CAN,42.15,0.47008115657137084
671,1956-12-31,1956,December,CAN,43.78,-1.2639384681960533
672,1957-01-31,1957,January,CAN,25.87,2.353630934231703
673,1957-02-28,1957,February,CAN,29.39,-0.1432075284152095
674,1957-03-31,1957,March,CAN,28.2,0.9296540374684396
675,1957-04-30,1957,April,CAN,27.72,0.8421301384603884
676,1957-05-31,1957,May,CAN,30.88,1.9360988632737546
677,1957-06-30,1957,June,CAN,58.29,-0.6793808923283913
678,1957-07-31,1957,July,CAN,68.42,-0.9858031364753425
679,1957-08-31,1957,August,CAN,56.67,1.066012444765751
680,1957-09-30,1957,September,CAN,52.56,0.5541857374361869
681,1957-10-31,1957,October,CAN,40.23,1.796911111550981
682,1957-11-30,1957,November,CAN,48.87,-0.9162252050683618
683,1957-12-31,1957,December,CAN,46.86,-2.050323423667348
684,1958-01-31,1958,January,CAN,39.03,-0.8424290282744299
685,1958-02-28,1958,February,CAN,35.03,-1.6082134599348408
686,1958-03-31,1958,March,CAN,24.47,1.9517254511160853
687,1958-04-30,1958,April,CAN,31.07,-0.38203142375915294
688,1958-05-31,1958,May,CAN,33.45,1.2855303144464372
689,1958-06-30,1958,June,CAN,49.33,1.4092553992546262
690,1958-07-31,1958,July,CAN,56.64,1.8582726330045174
691,1958-08-31,1958,August,CAN,64.86,-0.6441322343633421
692,1958-09-30,1958,September,CAN,59.93,-0.9383433005967516
693,1958-10-31,1958,October,CAN,43.69,1.0852587707709918
694,1958-11-30,1958,November,CAN,48.3,-0.7986367190364201
695,1958-12-31,1958,December,CAN,41.25,-0.6179793976303459
696,1959-01-31,1959,January,CAN,39.52,-0.9614312609209352
697,1959-02-28,1959,February,CAN,24.88,1.0282777111510206
698,1959-03-31,1959,March,CAN,31.22,0.10213241033281235
699,1959-04-30,1959,April,CAN,28.21,0.6630736711506638
700,1959-05-31,1959,May,CAN,38.3,0.05780367560889594
701,1959-06-30,1959,June,CAN,56.29,-0.21316743438575347
702,1959-07-31,1959,July,CAN,59.08,1.2691771425519833
703,1959-08-31,1959,August,CAN,70.11,-1.7403788235486586
704,1959-09-30,1959,September,CAN,59.99,-0.9504941475820948
705,1959-10-31,1959,October,CAN,57.62,-1.7798617804039356
706,1959-11-30,1959,November,CAN,53.68,-1.9085069907063257
707,1959-12-31,1959,December,CAN,37.62,0.3088314427465387
708,1960-01-31,1960,January,CAN,33.74,0.44230936090926626
709,1960-02-29,1960,February,CAN,36.67,-2.034208092504379
710,1960-03-31,1960,March,CAN,29.22,0.6501599779723006
711,1960-04-30,1960,April,CAN,30.64,-0.22490023816082388
712,1960-05-31,1960,May,CAN,41.07,-0.6433927758508973
713,1960-06-30,1960,June,CAN,54.31,0.2483838889774572
714,1960-07-31,1960,July,CAN,58.97,1.2957347261379581
715,1960-08-31,1960,August,CAN,65.05,-0.6838059204481436
716,1960-09-30,1960,September,CAN,49.53,1.1678035101959978
717,1960-10-31,1960,October,CAN,49.72,-0.15499082891205318
718,1960-11-30,1960,November,CAN,43.63,0.16476368406738123
719,1960-12-31,1960,December,CAN,35.73,0.7913858472402883
720,1961-01-31,1961,January,CAN,30.48,1.2340385005574424
721,1961-02-28,1961,February,CAN,34.64,-1.5069098582872065
722,1961-03-31,1961,March,CAN,32.08,-0.13351944375216745
723,1961-04-30,1961,April,CAN,29.5,0.19168011435567678
724,1961-05-31,1961,May,CAN,36.91,0.4096675989046042
725,1961-06-30,1961,June,CAN,49.99,1.255404958133555
726,1961-07-31,1961,July,CAN,58.89,1.3150493323823031
727,1961-08-31,1961,August,CAN,52.48,1.9409216273727
728,1961-09-30,1961,September,CAN,56.65,-0.2740969987313457
729,1961-10-31,1961,October,CAN,53.94,-1.0229598688229067
730,1961-11-30,1961,November,CAN,42.03,0.49483662731493694
